adapt_iter,FA_MAE,MD_MAE,signal_PSNR
0,0.2661469854583507,0.000436610226448312,6.318167395473716
10,0.2663931897172283,0.0004370078017823107,6.339357515613343
50,0.26671159353388685,0.0004375897783725303,6.377004364502673
100,0.26660185566580324,0.00043770536879340454,6.389401550871979
200,0.2668457624682404,0.00043852888829071755,6.430016477573557
