objective,iteration,latent_norm,PSNR,RelMSE,FA_MAE,MD_MAE,AD_MAE,RD_MAE,D_frobenius_error_vs_wls,relative_D_error_vs_wls,mean_abs_delta_lambda1_vs_wls,mean_abs_delta_lambda2_vs_wls,mean_abs_delta_lambda3_vs_wls,mean_relative_delta_D_vs_z0
signal,10,0.01375515852123499,-14.640239564705148,57.98211022150415,0.17345514498388515,0.00033247860528982183,0.0004452807483838642,0.0003485836231622821,0.0007730804355042897,4252.783910868754,0.00044528074903549275,0.0003455135384197441,0.00037013135773791795,0.003330528894871669
dti,10,0.027401648461818695,-14.84886198032948,60.8353847034758,0.17312678429221975,0.0003322041797492544,0.00044334038439447813,0.0003487916031492756,0.0007715199364292003,4250.656663158428,0.0004433403850188382,0.0003457723766342499,0.0003701628363407198,0.013518123800314094
