iteration,latent_norm,PSNR,RelMSE,MSE,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_delta_D_fro,mean_relative_delta_D,mean_delta_lambda1,mean_delta_lambda2,mean_delta_lambda3,mean_signed_delta_FA,mean_abs_delta_FA,mean_signed_delta_MD,mean_abs_delta_MD,mean_D_fro_error_vs_wls,mean_relative_D_error_vs_wls,mean_abs_delta_lambda1_vs_wls,mean_abs_delta_lambda2_vs_wls,mean_abs_delta_lambda3_vs_wls,objective
0,0.0,-14.721499063347508,59.07720864650867,29.658549432176496,0.17340725400929372,0.00033228888092181474,0.0004450402273260078,0.00034840263590245715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007727638114817885,4263.552679259663,0.00044504022793845447,0.0003453127058016276,0.0003699707223026191,signal
10,0.01375515852123499,-14.640239564705148,57.98211022150415,29.108776829252157,0.17345514498388515,0.00033247860528982183,0.0004452807483838642,0.0003485836231622821,3.843165772879106e-06,0.003330528894871669,-2.3957340017934626e-08,3.598104529139272e-09,-1.0424959137828054e-08,-5.531813506189649e-06,0.0007421999111032704,-1.0261398208874273e-08,1.8395321086221274e-06,0.0007730804355042897,4252.783910868754,0.00044528074903549275,0.0003455135384197441,0.00037013135773791795,signal
