iteration,z_norm,PSNR_obs,RelMSE_obs,MSE_obs,PSNR_holdout,RelMSE_holdout,MSE_holdout,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_D_error,mean_delta_D,n_observed_vols,n_holdout_vols,subject,sampling_ratio,objective,lambda_shape,lambda_z,loss_L_signal,loss_L_directional,loss_L_angular,loss_L_z,loss_L_total
0,0.0,-27.558568981992554,504.65425250212087,569.9764317794567,-23.318394741191945,170.5092175678996,214.70367300677196,0.1566807853915402,0.0003758220527910952,0.0004692771534623666,0.00038830204935810363,0.0008158189911938761,0.0,63,45,116726,0.5,combined,1.0,0.0,,,,,
10,0.020508574321866035,-27.505426870684087,498.51671675649646,563.0444566561615,-23.301236033857062,169.83687522354094,213.8570655745708,0.15652308517257693,0.00037541224954973915,0.0004686621318054419,0.0003879355635599574,0.0008152071345485598,8.82402889209184e-06,63,45,116726,0.5,combined,1.0,0.0,577.0855102539062,868.071044921875,0.03762213513255119,0.00035291590029373765,580.8477172851562
50,0.059578876942396164,-27.456802089487535,492.9663190350933,556.7756183921088,-23.273902529480118,168.77131736494493,212.51532470387158,0.1562157495652499,0.0003746500321220586,0.00046750224524483785,0.0003872564136933925,0.0008141626545123582,2.7829838157594244e-05,63,45,116726,0.5,combined,1.0,0.0,897.6382446289062,6753.99169921875,0.04711843654513359,0.003475637873634696,902.35009765625
100,0.07754021137952805,-27.371602755383645,483.3896134834429,545.9593091438095,-23.251276065919697,167.89431618527422,211.41101270718087,0.15593784894871504,0.0003742423519835844,0.000466114290859511,0.0003871213966258857,0.0008130602339191595,3.4056856835619147e-05,63,45,116726,0.5,combined,1.0,0.0,1.3910000324249268,12.622236251831055,0.03757700324058533,0.005958803463727236,2.7819995880126953
200,0.1480138599872589,-27.300459801943102,475.53558264716565,537.0886567140486,-23.18911767082814,165.508443515376,208.40674330250994,0.1552924691482652,0.0003735566904502763,0.00046285144554906034,0.00038709053712517185,0.000810656911406936,5.621298000957187e-05,63,45,116726,0.5,combined,1.0,0.0,1.11727774143219,13.241174697875977,0.03691258653998375,0.021631291136145592,2.234555244445801
500,0.389776349067688,-26.873963440970563,431.0556908873074,486.85131131267616,-23.2001495408535,165.92939950168682,208.9368072939134,0.15336095793770774,0.0003732354341151974,0.00045679339829869154,0.0003881842008404884,0.0008096633886091269,0.00012701491434758896,63,45,116726,0.5,combined,1.0,0.0,2084.863037109375,23786.078125,0.035314083099365234,0.151566281914711,2088.39453125
1000,0.5770494937896729,-26.6816117675957,412.38059012360026,465.75891539280855,-23.300344225542915,169.80200340415058,213.81315529327145,0.15284706648666047,0.0003737194387812746,0.00045545031775015517,0.0003894124988163883,0.0008103425021980212,0.00015315398587286008,63,45,116726,0.5,combined,1.0,0.0,5.0842742919921875,36.94808578491211,0.04832247272133827,0.33264052867889404,9.916521072387695
