iteration,latent_norm,PSNR,RelMSE,MSE,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_delta_D_fro,mean_relative_delta_D,mean_delta_lambda1,mean_delta_lambda2,mean_delta_lambda3,mean_signed_delta_FA,mean_abs_delta_FA,mean_signed_delta_MD,mean_abs_delta_MD,mean_D_fro_error_vs_wls,mean_relative_D_error_vs_wls,mean_abs_delta_lambda1_vs_wls,mean_abs_delta_lambda2_vs_wls,mean_abs_delta_lambda3_vs_wls,objective
0,0.0,-14.721499063347508,59.07720864650867,29.658549432176496,0.17340725400929372,0.00033228888092181474,0.0004450402273260078,0.00034840263590245715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007727638114817885,4263.552679259663,0.00044504022793845447,0.0003453127058016276,0.0003699707223026191,dti
10,0.027401648461818695,-14.84886198032948,60.8353847034758,30.54120710491863,0.17312678429221975,0.0003322041797492544,0.00044334038439447813,0.0003487916031492756,1.3400407969014898e-05,0.013518123800314094,-2.2643925408610453e-06,-6.345166096699204e-07,-7.802868924843341e-08,-8.467197381850807e-05,0.00255065421477725,-9.923126132597995e-07,5.656238181252932e-06,0.0007715199364292003,4250.656663158428,0.0004433403850188382,0.0003457723766342499,0.0003701628363407198,dti
50,0.14209283888339996,-15.404774114476982,69.14288110693582,34.711822108310606,0.17181845004766744,0.0003317355496781277,0.0004358022327130355,0.00035024488886513226,6.266865419435456e-05,0.19293560454710942,-1.0248931915012341e-05,-2.8052907761774043e-06,-2.901053344600944e-07,0.0002936439705784782,0.011943622581683638,-4.44810934188328e-06,2.7043809981757554e-05,0.0007663421679445855,4221.9279923215145,0.00043580223336684316,0.0003475226711115974,0.0003708470046320651,dti
100,0.2636220455169678,-15.665645721392753,73.42342391195089,36.86078434413198,0.17065822932252483,0.00033156953803668046,0.00042899099459825355,0.00035183012276915896,0.0001061880146199624,0.6835130563950498,-1.773407003573971e-05,-4.9288484903457754e-06,-5.343047097207505e-07,0.0006772793054421205,0.02060615213440516,-7.732407745268745e-06,4.607997405377616e-05,0.0007619037131827536,4161.869005969012,0.00042899099523011644,0.00034919813123362753,0.0003717954082167241,dti
200,0.4843290448188782,-15.592832902534653,72.20268549639512,36.24793665767215,0.1685510252927762,0.00033239201664397617,0.000418988225294543,0.00035446126988956364,0.00017173059496944308,2.151060865666848,-2.8802184509700253e-05,-7.742333994937235e-06,-1.3045921312155368e-06,0.0014429434106007866,0.03443832131711241,-1.2616370211951008e-05,7.494259987033564e-05,0.0007563986841747712,3986.6566555350983,0.0004189882259278443,0.0003518511989814215,0.0003737946070705718,dti
500,0.7727704644203186,-15.98996121685084,79.11633894821574,39.71880025051181,0.16532218898504444,0.00033094017961728415,0.0004105030048716733,0.00035327413973383653,0.00021474756076184527,3.736024408278382,-3.44263941628144e-05,-1.0878798558833349e-05,-4.768023614825673e-06,0.003423616326985768,0.046279405823100445,-1.6691072112157805e-05,9.307330808091874e-05,0.0007504950208248958,3956.1321119564636,0.00041050300548578755,0.0003504910755738457,0.0003724232417513933,dti
1000,1.1266764402389526,-18.549147018249784,142.62142209295655,71.60027689428146,0.16399892760847987,0.00032809941634992295,0.0004058705267003642,0.0003506508490280854,0.0002340087636036256,4.404572147079302,-3.966224463776876e-05,-1.3803404275131233e-05,-7.356337202279177e-06,0.002649924924336504,0.052668854621682054,-2.0273995371726388e-05,0.00010092505350924155,0.0007445807077974063,3994.322040001047,0.0004058705273044938,0.0003474180739993453,0.00037006787778117535,dti
