iteration,z_norm,PSNR_obs,RelMSE_obs,PSNR_holdout,RelMSE_holdout,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_abs_D_drift,mean_rel_D_drift,mean_lambda1,mean_lambda2,mean_lambda3,mean_FA_pred,n_observed_vols,n_holdout_vols,subject,sampling_ratio,lambda_dis,lambda_z,loss_signal,loss_dis,loss_z,loss_total
500,0.38931792974472046,-26.874796491998477,431.13838266523277,-23.199527609336698,165.9056392793902,0.1533635809193541,0.0003732319672408485,0.0004567996960277342,0.00038817774572125316,0.00012690585144858882,12.897270113454983,0.0009075275217629625,0.000783668839130369,0.0007277216936001362,0.1230032742023468,63,45,116726,0.5,0.0,0.0,2085.271728515625,1.3945012092590332,0.15120945870876312,2085.271728515625
1000,0.5768490433692932,-26.681936574681067,412.4114330543906,-23.30050114659201,169.80813887006406,0.15284681772668932,0.00037372137057451366,0.0004554491740591562,0.00038941499303893383,0.00015316046314576943,15.49218957361138,0.0009060451535974633,0.0007818270838001874,0.0007262249636652964,0.12339217215776443,63,45,116726,0.5,0.0,0.0,5.083255290985107,1.4995949268341064,0.33240973949432373,5.083255290985107
0,0.0,-27.558568981992554,504.65425250212087,-23.318394741191945,170.5092175678996,0.1566807853915402,0.0003758220527910952,0.0004692771534623666,0.00038830204935810363,0.0,0.0,0.0009036691894403113,0.0007836907414517349,0.0007275344335784575,0.11865801364183426,63,45,116726,0.5,0.01,0.0,,,,
10,0.020514316856861115,-27.505410559324783,498.5148444163325,-23.301320369930384,169.84017333457683,0.15652357822793753,0.0003754127875056182,0.0004686648144473491,0.0003879354853385565,8.827462993452144e-06,0.012716342521817046,0.0009042985058524733,0.000783874197473264,0.0007276450032242843,0.11888221651315689,63,45,116726,0.5,0.01,0.0,577.0660400390625,0.0007534559699706733,0.00035313962143845856,577.0660400390625
50,0.05959410220384598,-27.457146917497713,493.0054619094912,-23.27397821523344,168.7742586170518,0.15621659399182528,0.00037465105096932006,0.0004675070026219286,0.000387256389469682,2.783569080909395e-05,0.13289239198629735,0.0009057356258351068,0.0007842193458371614,0.0007277684084485962,0.11946124583482742,63,45,116726,0.5,0.01,0.0,897.8345336914062,0.034316081553697586,0.0034776227548718452,897.8348999023438
100,0.07747945934534073,-27.37197941106785,483.43153880112067,-23.251234879836545,167.89272397612407,0.1559393081137971,0.00037424395280744103,0.000466121544435062,0.0003871215776828539,3.402461078456489e-05,0.39418189495366984,0.0009055300831829724,0.0007842820501070749,0.0007280367934187505,0.11955375224351883,63,45,116726,0.5,0.01,0.0,1.3909410238265991,0.11627151817083359,0.005949714686721563,1.3921037912368774
200,0.14788369834423065,-27.300134644867626,475.49998054362254,-23.18930566507076,165.51560807979618,0.15529284479674996,0.00037355568235266154,0.00046285563126274555,0.00038708819884543074,5.618276401215518e-05,2.1162474959141417,0.000904268424574106,0.0007840991525156988,0.0007284605540932898,0.11969458311796188,63,45,116726,0.5,0.01,0.0,1.1175343990325928,0.605654776096344,0.021593358367681503,1.1235909461975098
500,0.3893142342567444,-26.874784981761906,431.1372400077937,-23.199516711165373,165.90522295685147,0.15336367018089278,0.00037323164952233025,0.0004567998149012281,0.0003881773270109164,0.00012690265339278543,12.896623072609513,0.000907526136798193,0.0007836681467826457,0.0007277212484038371,0.1230027824640274,63,45,116726,0.5,0.01,0.0,2085.255126953125,1.3945057392120361,0.15120667219161987,2085.26904296875
1000,0.5761640667915344,-26.68149264411732,412.3692790112917,-23.298653574697394,169.7359145997989,0.1528551755511487,0.00037370901773432823,0.0004554642967820603,0.0003893958990022331,0.0001529304018447501,15.461252084355063,0.0009059967150666217,0.0007818172634541659,0.0007262263833075224,0.12336465716362,63,45,116726,0.5,0.01,0.0,5.081600189208984,1.502743124961853,0.3316231667995453,5.096627712249756
0,0.0,-27.558568981992554,504.65425250212087,-23.318394741191945,170.5092175678996,0.1566807853915402,0.0003758220527910952,0.0004692771534623666,0.00038830204935810363,0.0,0.0,0.0009036691894403113,0.0007836907414517349,0.0007275344335784575,0.11865801364183426,63,45,116726,0.5,0.1,0.0,,,,
10,0.02051413245499134,-27.505410174680076,498.5148002640127,-23.30131938755214,169.84013491657262,0.15652358444147965,0.00037541280192370034,0.0004686648418298603,0.00038793549601686555,8.827245361224128e-06,0.012715664464042925,0.0009042984807805802,0.0007838741839033173,0.0007276449913592084,0.11888221651315689,63,45,116726,0.5,0.1,0.0,577.0661010742188,0.0007534088217653334,0.0003531333932187408,577.066162109375
50,0.05958891659975052,-27.4571583826921,493.00676342520285,-23.273978148322286,168.77425601677018,0.15621670655753758,0.0003746512055542998,0.0004675074252663391,0.00038725648978232504,2.7831787059881758e-05,0.13281682483509147,0.0009057351732058951,0.0007842191749632806,0.0007277682915954003,0.11946102231740952,63,45,116726,0.5,0.1,0.0,897.8309936523438,0.03429659083485603,0.00347704766318202,897.8344116210938
100,0.077448770403862,-27.372040760352405,483.43836789744825,-23.25122080276268,167.89217977523177,0.15593989287770108,0.0003742446386703744,0.00046612368262711345,0.0003871219687236489,3.400317741122727e-05,0.3933760870824252,0.0009055280133076506,0.0007842812986806708,0.0007280362744485548,0.11955267935991287,63,45,116726,0.5,0.1,0.0,1.3908864259719849,0.11608448624610901,0.005945074371993542,1.4024949073791504
200,0.14765691757202148,-27.30112828129848,475.6087841726792,-23.189351368143967,165.51734989602267,0.15529730135378142,0.0003735607258823654,0.0004628713370240736,0.0003870912501801067,5.6037217523948675e-05,2.0986938697870006,0.0009042484277156667,0.000784093626256324,0.000728458177225555,0.11968424171209335,63,45,116726,0.5,0.1,0.0,1.1169886589050293,0.6021190881729126,0.02152835577726364,1.1772005558013916
500,0.38788625597953796,-26.8772481124588,431.38183178065253,-23.19305902454392,165.65871560930827,0.15339626286295185,0.0003731791642625849,0.00045687187624100437,0.00038809674038509367,0.00012580004603997069,12.718556138354707,0.0009072722962365006,0.0007835548689568095,0.0007276517754377826,0.12288960814476013,63,45,116726,0.5,0.1,0.0,2084.91162109375,1.4049638509750366,0.15009722113609314,2085.052001953125
1000,0.5793883204460144,-26.67891506082618,412.1246061351472,-23.30018473326705,169.7957676328441,0.15285525824576596,0.00037372701305409147,0.00045546247873544805,0.00038942597225218766,0.00015326943392616297,15.479334366994077,0.0009059739066733471,0.0007818099131671568,0.0007262272671488104,0.1233537346124649,63,45,116726,0.5,0.1,0.0,5.081216335296631,1.4994018077850342,0.33533549308776855,5.231156349182129
