iteration,latent_norm,PSNR,RelMSE,MSE,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_delta_D_fro,mean_relative_delta_D,mean_delta_lambda1,mean_delta_lambda2,mean_delta_lambda3,mean_signed_delta_FA,mean_abs_delta_FA,mean_signed_delta_MD,mean_abs_delta_MD,mean_D_fro_error_vs_wls,mean_relative_D_error_vs_wls,mean_abs_delta_lambda1_vs_wls,mean_abs_delta_lambda2_vs_wls,mean_abs_delta_lambda3_vs_wls,objective
0,0.0,-14.721499063347508,59.07720864650867,29.658549432176496,0.17340725400929372,0.00033228888092181474,0.0004450402273260078,0.00034840263590245715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007727638114817885,4263.552679259663,0.00044504022793845447,0.0003453127058016276,0.0003699707223026191,dti
10,0.027401648461818695,-14.84886198032948,60.8353847034758,30.54120710491863,0.17312678429221975,0.0003322041797492544,0.00044334038439447813,0.0003487916031492756,1.3400407969014898e-05,0.013518123800314094,-2.2643925408610453e-06,-6.345166096699204e-07,-7.802868924843341e-08,-8.467197381850807e-05,0.00255065421477725,-9.923126132597995e-07,5.656238181252932e-06,0.0007715199364292003,4250.656663158428,0.0004433403850188382,0.0003457723766342499,0.0003701628363407198,dti
