iteration,z_norm,PSNR_obs,RelMSE_obs,MSE_obs,PSNR_holdout,RelMSE_holdout,MSE_holdout,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_D_error,mean_delta_D,n_observed_vols,n_holdout_vols,subject,sampling_ratio,objective,lambda_shape,lambda_z,loss_L_signal,loss_L_directional,loss_L_angular,loss_L_z,loss_L_total
100,0.07748288661241531,-27.371970526579943,483.4305498322424,546.0055442719257,-23.251234918515067,167.89272547138665,211.40900969456237,0.15593924154442682,0.0003742438753278758,0.0004661213049727417,0.00038712153279453775,0.0008130653958295607,3.402700558389071e-05,63,45,116726,0.5,signal,0.0,0.0,1.3909478187561035,12.621912956237793,0.037577662616968155,0.005950233433395624,1.3909478187561035
200,0.1479019969701767,-27.30007062989372,475.49297172914777,537.0405302613609,-23.18929843925128,165.51533269409381,208.4154180943823,0.15529253077640856,0.000373555352534018,0.00046285445380394295,0.0003870880401596311,0.0008106590866327657,5.619349333689937e-05,63,45,116726,0.5,signal,0.0,0.0,1.1175674200057983,13.245161056518555,0.03691325709223747,0.021598663181066513,1.1175674200057983
500,0.38931792974472046,-26.874796491998477,431.13838266523277,486.9447066705588,-23.199527609336698,165.9056392793902,208.90688863572407,0.1533635809193541,0.0003732319672408485,0.0004567996960277342,0.00038817774572125316,0.0008096588786137428,0.00012690585144858882,63,45,116726,0.5,signal,0.0,0.0,2085.271728515625,23784.75,0.03531528636813164,0.15120945870876312,2085.271728515625
1000,0.5768490433692932,-26.681936574681067,412.4114330543906,465.793750616232,-23.30050114659201,169.80813887006406,213.8208810167603,0.15284681772668932,0.00037372137057451366,0.0004554491740591562,0.00038941499303893383,0.000810347097060813,0.00015316046314576943,63,45,116726,0.5,signal,0.0,0.0,5.083255290985107,36.93598937988281,0.04832287132740021,0.33240973949432373,5.083255290985107
0,0.0,-26.252569931861554,356.52318136432854,421.94611562417134,nan,nan,nan,0.1566807853915402,0.0003758220527910952,0.0004692771534623666,0.00038830204935810363,0.0008158189911938761,0.0,108,0,116726,1.0,signal,0.0,0.0,,,,,
10,0.019543956965208054,-26.208529417309727,352.9260551080829,417.6889073118694,nan,nan,nan,0.15653109596034348,0.00037542605614489396,0.00046868112039921586,0.0003879509261449286,0.0008152176773568402,8.390692046152619e-06,108,0,116726,1.0,signal,0.0,0.0,404.8782958984375,856.1240844726562,0.037738725543022156,0.000322838022839278,404.8782958984375
50,0.05775018036365509,-26.153770874320195,348.50408050408384,412.4554888272535,nan,nan,nan,0.15619748058434693,0.0003746390305675638,0.00046737555781055314,0.0003872800360863863,0.0008140698847729946,2.7134314822094543e-05,108,0,116726,1.0,signal,0.0,0.0,718.12646484375,6750.90234375,0.04804874211549759,0.003270239569246769,718.12646484375
100,0.08007965981960297,-26.08470627582557,343.0057556688506,405.9482070348368,nan,nan,nan,0.15591823510629782,0.0003742044179763828,0.0004658863542632433,0.0003871482016501218,0.0008128634759010707,3.444699558340907e-05,108,0,116726,1.0,signal,0.0,0.0,1.0717557668685913,12.637755393981934,0.03782372549176216,0.006334095727652311,1.0717557668685913
200,0.16042134165763855,-26.005416213080373,336.80024700337447,398.60397133366905,nan,nan,nan,0.15522757426701259,0.00037341954608643724,0.0004623727301039114,0.00038706816865844264,0.0008103553936108142,6.104658201878625e-05,108,0,116726,1.0,signal,0.0,0.0,0.8631479740142822,13.459545135498047,0.03703537583351135,0.02546102926135063,0.8631479740142822
500,0.4033956527709961,-25.665645807870447,311.4550383807944,368.6078507811223,nan,nan,nan,0.15343036025833162,0.0003732097970769329,0.00045671119659604895,0.00038827655004099827,0.000809531847015985,0.00012873053755956354,108,0,116726,1.0,signal,0.0,0.0,1601.951171875,23719.625,0.03552226722240448,0.16245633363723755,1601.951171875
1000,0.5966214537620544,-25.5278769331556,301.7299865052985,357.0982265053426,nan,nan,nan,0.15305831189676003,0.0003736212426840496,0.00045563409063310395,0.000389374732981179,0.0008099717737302096,0.00015264680709262615,108,0,116726,1.0,signal,0.0,0.0,3.611233711242676,37.01620864868164,0.048027992248535156,0.35557013750076294,3.611233711242676
