iteration,z_norm,PSNR_obs,RelMSE_obs,MSE_obs,PSNR_holdout,RelMSE_holdout,MSE_holdout,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_D_error,mean_delta_D,n_observed_vols,n_holdout_vols,subject,sampling_ratio,objective,lambda_shape,lambda_z,loss_L_signal,loss_L_directional,loss_L_angular,loss_L_z,loss_L_total
50,0.0580194815993309,-26.94783038683787,176.75811124246047,495.2027396303183,-19.93127261563048,24.7650989167256,98.4299493355327,0.1754827556971868,0.0003105598043266212,0.0004239729521798796,0.00032421008712611206,0.0007313756807549066,3.1224693547696424e-05,40,68,121618,0.25,signal,0.0,0.0,1.8982152938842773,10.624879837036133,0.04357695206999779,0.003326644655317068,1.8982152938842773
100,0.09487304836511612,-25.85121404791263,137.31491687932302,384.6993077306412,-18.46361775766351,17.66341127559196,70.20398677975763,0.17612516818251675,0.00031151149835682054,0.0004268700726926501,0.00032468475680654945,0.0007338118281237759,5.344614762406463e-05,40,68,121618,0.25,signal,0.0,0.0,2.2680881023406982,13.811506271362305,0.04698249697685242,0.00892991665750742,2.2680881023406982
200,0.15337255597114563,-24.593018399929885,102.77752461670649,287.9398937048014,-17.042776701710984,12.734751524221933,50.61481690602897,0.17708490143911107,0.00031297618235094014,0.0004314246085110872,0.00032536079372358205,0.0007376856450645649,8.368241110040109e-05,40,68,121618,0.25,signal,0.0,0.0,49.92585372924805,22.57240867614746,0.045601826161146164,0.0234538447111845,49.92585372924805
500,0.2269623726606369,-22.53839089838721,64.03765254059799,179.4068784436119,-16.00476860007317,10.027430611990127,39.85445365764997,0.17852867307261727,0.00031537323614857295,0.0004373671704239204,0.00032699233660634107,0.0007433089899188593,0.00011950532768793472,40,68,121618,0.25,signal,0.0,0.0,4.0617780685424805,8.78747844696045,0.04582824558019638,0.05160420015454292,4.0617780685424805
1000,0.24698495864868164,-22.392571483325014,61.92321007129972,173.4830897346971,-15.832753079118117,9.638026439160761,38.306750047358584,0.17893808215129217,0.0003155585337179126,0.0004395320349350966,0.0003267348981076614,0.000745018395068285,0.00012812508432140447,40,68,121618,0.25,signal,0.0,0.0,1.6051807403564453,6.373546600341797,0.04590265452861786,0.06105637922883034,1.6051807403564453
0,0.0,-28.06488409583863,194.55850276164765,640.4546889381293,-22.296576862951593,43.648029486668385,169.69056132833728,0.1747288505215207,0.0003093042149979242,0.0004208497547848601,0.0003233813504104159,0.00072880006256572,0.0,63,45,121618,0.5,signal,0.0,0.0,,,,,
10,0.02154931239783764,-27.011250145827134,152.6464893011486,502.4872130242162,-21.389272433006393,35.41882903069067,137.69787663944925,0.1749775205360677,0.0003097216313082183,0.00042194665483154205,0.0003236360127911077,0.0007296898752094518,1.102163809318077e-05,63,45,121618,0.5,signal,0.0,0.0,6.623916149139404,6.091538429260254,0.04440974071621895,0.0004007764218840748,6.623916149139404
50,0.06622643023729324,-25.079378212787432,97.83621148583536,322.06076580888197,-19.547603258621656,23.17753692274527,90.1073724721109,0.17565900983923036,0.00031072084262000595,0.0004248011852688175,0.0003241982566810216,0.0007319970583611223,3.687679589597514e-05,63,45,121618,0.5,signal,0.0,0.0,1.3545595407485962,10.619711875915527,0.04483693093061447,0.004343141335994005,1.3545595407485962
100,0.10740555822849274,-24.091575626447103,77.93263643475501,256.5414603703884,-18.02156110036439,16.31034193325911,63.40976008910576,0.17636677797178943,0.00031178218547297046,0.00042796670477189227,0.000324753106341194,0.0007346760377207384,6.058460752771922e-05,63,45,121618,0.5,signal,0.0,0.0,1.63933265209198,13.58495044708252,0.0482240691781044,0.011422600597143173,1.63933265209198
200,0.16102224588394165,-22.751459186226896,57.241067512417075,188.42820831667194,-16.867137103464852,12.503185257242883,48.60866686643364,0.1772787672573243,0.0003132146398837748,0.00043217027760056006,0.000325489451344745,0.0007383207553682791,8.805405895529885e-05,63,45,121618,0.5,signal,0.0,0.0,20.948318481445312,14.417859077453613,0.046530332416296005,0.02585381455719471,20.948318481445312
