epoch,train_mse,val_mse,wall_time_sec
1,1.4175574627516092,2.3714306354522705,3.508841037750244
2,1.4129504125736545,798.0406494140625,6.702241897583008
3,0.7047740020037446,835.7611694335938,9.782877445220947
4,1.0742492010163163,5.729440212249756,12.925215244293213
5,0.6093693949693763,54.987464904785156,16.05725932121277
