subject_id,sampling_fraction,n_observed_vols,n_holdout_vols,FA_MAE_z0,FA_MAE,MD_MAE_z0,MD_MAE,observed_PSNR_z0,observed_PSNR,holdout_PSNR_z0,holdout_PSNR,latent_norm,mean_D_fro_error_vs_wls_z0,mean_D_fro_error_vs_wls,mean_delta_D_fro_vs_z0,delta_FA_MAE,delta_observed_PSNR,delta_holdout_PSNR
106319,1.0,63,45,0.17340725400929372,0.17332142716081142,0.00033228888092181474,0.0003324025215045102,-16.23253897467013,-16.236045749851577,-10.927169567995916,-10.950536092974943,0.014702171087265015,0.0007727638114817885,0.0007727457936149554,3.7363321283233178e-06,-8.582684848229549e-05,-0.0035067751814459314,-0.023366524979026693
