name,dim,l2_norm,mean,std,min,max,abs_mean
z_101309,16,0.8100023865699768,-0.08235028386116028,0.18499980866909027,-0.39745163917541504,0.21909429132938385,0.17411576211452484
z_102715,16,0.45507296919822693,-0.002643318846821785,0.11373753100633621,-0.23393964767456055,0.2319958508014679,0.08872561901807785
z_103515,16,0.7824238538742065,-0.0016140826046466827,0.19559930264949799,-0.4879370927810669,0.24275770783424377,0.14811289310455322
z_new,16,0.15938934683799744,0.0003458615392446518,0.03984583541750908,-0.07196702063083649,0.07207184284925461,0.033137544989585876
