iteration,latent_norm,PSNR,RelMSE,MSE,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_delta_D_fro,mean_relative_delta_D,mean_D_fro_error_vs_wls,tag,lambda_DTI,lambda_z,scale_dti,L_signal,L_DTI,L_z,L_total
100,0.08229013532400131,-13.589476635680601,45.52162158913898,22.853233845436588,0.17464257206206293,0.00033354718023253523,0.000448731081538922,0.00034944435477035315,4.565469132943296e-05,0.05282802923530556,0.0007753201910193641,6A_ldti0.001,0.001,0.0,2493.288522031229,2.19337797164917,0.0007760513690300286,0.006746167782694101,2.195312976837158
200,0.19416435062885284,-12.150658063439206,32.684050063019555,16.408383819181747,0.17651726117979274,0.00033583833230860764,0.0004557880892369406,0.0003510879653557843,0.00010269607055483326,0.21581113311310515,0.000781004000626333,6A_ldti0.001,0.001,0.0,2493.288522031229,0.5804568529129028,0.0007726637413725257,0.03762499615550041,0.5823833346366882
500,0.31709691882133484,-6.738109494965872,9.39898616209266,4.718575946415202,0.17874655913753434,0.00033946677823214715,0.00046355499283982297,0.00035422453902831655,0.0001593596346952818,0.43301969745169033,0.0007883413651708583,6A_ldti0.001,0.001,0.0,2493.288522031229,0.29432255029678345,0.0007842577761039138,0.09998832643032074,0.2962779402732849
1000,0.4061683118343353,-0.6183958982109272,2.2967284521421525,1.1530272992031394,0.18082248101766712,0.0003433041235728004,0.0004703136729052535,0.0003579222248342512,0.00019905596702074103,0.6020958515081474,0.0007958669469974058,6A_ldti0.001,0.001,0.0,2493.288522031229,0.26034796237945557,0.0007970072911120951,0.16496145725250244,0.2623351216316223
0,0.0,-14.721499063347508,59.07720864650867,29.658549432176496,0.17340725400929372,0.00033228888092181474,0.0004450402273260078,0.00034840263590245715,0.0,0.0,0.0007727638114817885,6A_ldti0.01,0.01,0.0,2493.288522031229,1.9373054504394531,0.0007770081283524632,0.0,1.9566785049189148
10,0.0232324730604887,-14.43890800569968,55.35551062720219,27.79014421794744,0.17370953141174453,0.00033253786316437666,0.00044568576769661735,0.00034867506974355794,1.1901329275669656e-05,0.010581380750881672,0.000773103646840154,6A_ldti0.01,0.01,0.0,2493.288522031229,3.256295680999756,0.0007834249408915639,0.0004400749458000064,3.2758288383483887
50,0.061213139444589615,-13.978996486256968,49.793162379269944,24.997676796925706,0.17436803389630573,0.00033308143946065964,0.0004482408753696933,0.00034883415833108063,3.417813865099782e-05,0.038062169025278446,0.0007749059440224647,6A_ldti0.01,0.01,0.0,2493.288522031229,4.234696388244629,0.0007733555976301432,0.0036913135554641485,4.253978252410889
100,0.08228819072246552,-13.589511342943634,45.52198538312512,22.853416481044608,0.17464253929242457,0.00033354712159077267,0.00044873073212377436,0.0003494443915224463,4.565369230232135e-05,0.052824433513438324,0.0007753198524260369,6A_ldti0.01,0.01,0.0,2493.288522031229,2.193390369415283,0.0007760509615764022,0.0067458427511155605,2.2127394676208496
200,0.19416259229183197,-12.150787240795465,32.685022237925324,16.408871880452075,0.1765172239405084,0.0003358382790104683,0.00045578775577263385,0.00035108800207218053,0.000102695111000627,0.21580319013067423,0.000781003680267571,6A_ldti0.01,0.01,0.0,2493.288522031229,0.5804583430290222,0.000772663566749543,0.03762431442737579,0.5997231006622314
500,0.3170950710773468,-6.738333144636423,9.399470196399529,4.718818946308833,0.17874651272212466,0.0003394666772338424,0.0004635546497511909,0.00035422451018445045,0.0001593584117857731,0.43300903617644554,0.0007883410106479419,6A_ldti0.01,0.01,0.0,2493.288522031229,0.29432412981987,0.0007842574268579483,0.09998717159032822,0.3138779401779175
1000,0.4061644375324249,-0.6187294869548478,2.2969048744125864,1.1531158685304395,0.1808223393581627,0.0003433037751695793,0.00047031299548560423,0.00035792194828089834,0.00019905320483621996,0.6020768398045189,0.0007958661297222377,6A_ldti0.01,0.01,0.0,2493.288522031229,0.26035231351852417,0.0007970068836584687,0.16495829820632935,0.2802239954471588
0,0.0,-14.721499063347508,59.07720864650867,29.658549432176496,0.17340725400929372,0.00033228888092181474,0.0004450402273260078,0.00034840263590245715,0.0,0.0,0.0007727638114817885,6A_ldti0.1,0.1,0.0,2493.288522031229,1.9373054504394531,0.0007770081283524632,0.0,2.1310359952340696
10,0.023224296048283577,-14.439243791436125,55.359790743636665,27.792292966132326,0.17370913354666076,0.00033253745232196606,0.0004456827915969138,0.00034867537740805924,1.1895052251451162e-05,0.010571585525667535,0.000773100995528494,6A_ldti0.1,0.1,0.0,2493.288522031229,3.2563724517822266,0.0007834222633391619,0.0004397433949634433,3.451702117919922
50,0.06118521839380264,-13.979489103689527,49.79881070593268,25.000512428117055,0.1743676188328235,0.0003330807797517667,0.00044823697398641715,0.0003488345339748343,3.416324690191446e-05,0.03802492770362604,0.000774902275915198,6A_ldti0.1,0.1,0.0,2493.288522031229,4.235023498535156,0.0007733505335636437,0.0036878956016153097,4.427842140197754
100,0.08226673305034637,-13.58988255921994,45.52587657328168,22.855369976449218,0.17464219796285213,0.00033354647433300353,0.0004487271994530271,0.0003494446815697788,4.564243095222871e-05,0.05278691303500068,0.0007753164205579352,6A_ldti0.1,0.1,0.0,2493.288522031229,2.193528890609741,0.0007760464213788509,0.0067422655411064625,2.387019634246826
200,0.1941433548927307,-12.152121116126086,32.695062531451526,16.413912412133964,0.17651684334651077,0.00033583765692084207,0.00045578440566844066,0.0003510882475134743,0.00010268466213948184,0.21572327723514,0.0007810004111946889,6A_ldti0.1,0.1,0.0,2493.288522031229,0.5804762840270996,0.0007726618205197155,0.03761683776974678,0.7731231451034546
