iteration,z_norm,PSNR_obs,RelMSE_obs,PSNR_holdout,RelMSE_holdout,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_D_error,mean_delta_D,n_observed_vols,n_holdout_vols,signal_loss_obs,L_directional,L_angular,L_z,objective,lambda_shape,lambda_z,subject,sampling_ratio
50,0.06025727838277817,-28.78591687786315,698.3704372458253,-23.27873909291265,171.18751798494895,0.1562393096907868,0.0003746755696946299,0.00046762711638661576,0.00038725554060876346,0.0008142541773655485,2.7898596877068414e-05,40,68,1142.5467529296875,489.5154724121094,0.04038732126355171,0.0035544915590435266,signal,0.0,0.0,116726,0.25
100,0.07575960457324982,-28.696817484979007,684.188716569359,-23.25781736007368,170.36482125839413,0.15596919543206822,0.000374283889214435,0.0004663115427336333,0.00038711632661264867,0.0008132162652895253,3.342320152182077e-05,40,68,1.8270657062530518,0.6142948865890503,0.03622671216726303,0.005705270450562239,signal,0.0,0.0,116726,0.25
200,0.14371512830257416,-28.61479763160486,671.3885374663378,-23.20879871979672,168.45273163718988,0.15531163802443745,0.0003736330795510621,0.00046303321233429073,0.0003871195548562868,0.0008108064176491069,5.42796108358121e-05,40,68,1.4741737842559814,0.4798799157142639,0.03619955852627754,0.020397968590259552,signal,0.0,0.0,116726,0.25
500,0.3796846270561218,-28.121512403508063,599.3015480358101,-23.218652139867906,168.83535678361193,0.15338223575228205,0.0003732744995968514,0.0004569248586878729,0.0003881535550559446,0.0008097095443465982,0.00012501230910532006,40,68,2766.274658203125,992.5436401367188,0.03511670604348183,0.14381036162376404,signal,0.0,0.0,116726,0.25
1000,0.5613558292388916,-27.90193960383215,569.7549664595855,-23.32302094173415,172.9419215555947,0.15275437619143264,0.0003737929074153144,0.00045536035127079455,0.0003894569537567535,0.0008106024839353226,0.00015306457970872765,40,68,7.103072643280029,1.7030097246170044,0.04148998111486435,0.31479164958000183,signal,0.0,0.0,116726,0.25
0,0.0,-27.558568981992554,504.65425250212087,-23.318394741191945,170.5092175678996,0.1566807853915402,0.0003758220527910952,0.0004692771534623666,0.00038830204935810363,0.0008158189911938761,0.0,63,45,nan,nan,nan,nan,signal,0.0,0.0,116726,0.5
10,0.020514335483312607,-27.50540876660283,498.5146386346892,-23.30132034356678,169.8401723035715,0.1565235765382567,0.00037541278545403877,0.00046866481006887996,0.000387935483301683,0.0008152092566247908,8.827495411477277e-06,63,45,577.0660400390625,163.75119018554688,0.0376225970685482,0.0003531402617227286,signal,0.0,0.0,116726,0.5
50,0.05959467962384224,-27.45714247387578,493.004957475552,-23.273975924323153,168.774169588386,0.15621658054410908,0.0003746510345524398,0.0004675069557345538,0.000387256378790454,0.0008141664209119793,2.7836119222337124e-05,63,45,897.8346557617188,484.6892395019531,0.04711949825286865,0.003477687481790781,signal,0.0,0.0,116726,0.5
100,0.07748288661241531,-27.371970526579943,483.4305498322424,-23.251234918515067,167.89272547138665,0.15593924154442682,0.0003742438753278758,0.0004661213049727417,0.00038712153279453775,0.0008130653958295607,3.402700558389071e-05,63,45,1.3909478187561035,0.6226609945297241,0.037577662616968155,0.005950233433395624,signal,0.0,0.0,116726,0.5
200,0.1479019969701767,-27.30007062989372,475.49297172914777,-23.18929843925128,165.51533269409381,0.15529253077640856,0.000373555352534018,0.00046285445380394295,0.0003870880401596311,0.0008106590866327657,5.619349333689937e-05,63,45,1.1175674200057983,0.48246487975120544,0.03691325709223747,0.021598663181066513,signal,0.0,0.0,116726,0.5
500,0.38931792974472046,-26.874796491998477,431.13838266523277,-23.199527609336698,165.9056392793902,0.1533635809193541,0.0003732319672408485,0.0004567996960277342,0.00038817774572125316,0.0008096588786137428,0.00012690585144858882,63,45,2085.271728515625,977.7127685546875,0.03580356761813164,0.15120945870876312,signal,0.0,0.0,116726,0.5
1000,0.5768490433692932,-26.681936574681067,412.4114330543906,-23.30050114659201,169.80813887006406,0.15284681772668932,0.00037372137057451366,0.0004554491740591562,0.00038941499303893383,0.000810347097060813,0.00015316046314576943,63,45,5.083255290985107,1.7154802083969116,0.04832287132740021,0.33240973949432373,signal,0.0,0.0,116726,0.5
0,0.0,-26.252569931861554,356.52318136432854,nan,nan,0.1566807853915402,0.0003758220527910952,0.0004692771534623666,0.00038830204935810363,0.0008158189911938761,0.0,108,0,nan,nan,nan,nan,signal,0.0,0.0,116726,1.0
10,0.019543956965208054,-26.208529417309727,352.9260551080829,nan,nan,0.15653109596034348,0.00037542605614489396,0.00046868112039921586,0.0003879509261449286,0.0008152176773568402,8.390692046152619e-06,108,0,404.8782958984375,163.4361114501953,0.037738725543022156,0.000322838022839278,signal,0.0,0.0,116726,1.0
50,0.05775018036365509,-26.153770874320195,348.50408050408384,nan,nan,0.15619748058434693,0.0003746390305675638,0.00046737555781055314,0.0003872800360863863,0.0008140698847729946,2.7134314822094543e-05,108,0,718.12646484375,479.1806640625,0.04804874211549759,0.003270239569246769,signal,0.0,0.0,116726,1.0
100,0.08007965981960297,-26.08470627582557,343.0057556688506,nan,nan,0.15591823510629782,0.0003742044179763828,0.0004658863542632433,0.0003871482016501218,0.0008128634759010707,3.444699558340907e-05,108,0,1.0717557668685913,0.624100387096405,0.03782372549176216,0.006334095727652311,signal,0.0,0.0,116726,1.0
200,0.16042134165763855,-26.005416213080373,336.80024700337447,nan,nan,0.15522757426701259,0.00037341954608643724,0.0004623727301039114,0.00038706816865844264,0.0008103553936108142,6.104658201878625e-05,108,0,0.8631479740142822,0.4894255995750427,0.03703537583351135,0.02546102926135063,signal,0.0,0.0,116726,1.0
500,0.4033956527709961,-25.665645807870447,311.4550383807944,nan,nan,0.15343036025833162,0.0003732097970769329,0.00045671119659604895,0.00038827655004099827,0.000809531847015985,0.00012873053755956354,108,0,1601.951171875,965.8296508789062,0.03601054847240448,0.16245633363723755,signal,0.0,0.0,116726,1.0
1000,0.5966214537620544,-25.5278769331556,301.7299865052985,nan,nan,0.15305831189676003,0.0003736212426840496,0.00045563409063310395,0.000389374732981179,0.0008099717737302096,0.00015264680709262615,108,0,3.611233711242676,1.7102317810058594,0.048027992248535156,0.35557013750076294,signal,0.0,0.0,116726,1.0
0,0.0,-17.735472002074985,88.33038214855918,-10.857478865965707,30.306551153446964,0.17340725400929372,0.00033228888092181474,0.0004450402273260078,0.00034840263590245715,0.0007727638114817885,0.0,40,68,nan,nan,nan,nan,directional,0.0,0.0,106319,0.25
