objective,iteration,latent_norm,PSNR,RelMSE,FA_MAE,MD_MAE,AD_MAE,RD_MAE,D_frobenius_error_vs_wls,relative_D_error_vs_wls,mean_abs_delta_lambda1_vs_wls,mean_abs_delta_lambda2_vs_wls,mean_abs_delta_lambda3_vs_wls,mean_relative_delta_D_vs_z0
signal,1000,0.36324456334114075,-2.597134608204725,3.6222925405770683,0.17999496941880141,0.00034149258412955076,0.00046831434616923954,0.00035583767846470826,0.0007932474663061984,3196.466780907445,0.00046831434679757314,0.000352314400494973,0.00037831608838408425,0.5418812272000787
dti,1000,1.1266764402389526,-18.549147018249784,142.62142209295655,0.16399892760847987,0.00032809941634992295,0.0004058705267003642,0.0003506508490280854,0.0007445807077974063,3994.322040001047,0.0004058705273044938,0.0003474180739993453,0.00037006787778117535,4.404572147079302
