subject_id,mode,sampling_fraction,adapt_iter,MSE,RMSE,PSNR,SSIM,Relative_Error
106319,zero_shot,1.0,0,0.23344429258595922,0.4831607316266081,6.318167395473716,0.9738531043469341,nan
106319,latent_adaptation,1.0,200,0.22750887988378163,0.4769789092651599,6.430016477573557,0.9729309017428406,nan
