subject_id,mode,sampling_fraction,adapt_iter,FA_MAE,FA_RMSE,FA_Pearson,MD_MAE,MD_RMSE,MD_Pearson,AD_MAE,RD_MAE,n_voxels
106319,zero_shot,1.0,0,0.2661469854583507,0.3603785725557053,-0.041160305551656506,0.000436610226448312,0.0007083432421090111,-0.0033263061055331497,0.0005858934276949737,0.00044934946128898914,793174
106319,latent_adaptation,1.0,200,0.2668457624682404,0.3612189902107418,-0.0418323946939288,0.00043852888829071755,0.0007107830383153432,-0.00781256355035245,0.0005877993430020147,0.00045125358106180564,793174
