subject_id,mode,sampling,PSNR,SSIM,MSE,RMSE,Relative_Error,FA_MAE,FA_RMSE,FA_CC,MD_MAE,MD_RMSE,MD_CC,AD_MAE,RD_MAE,adapt_iter,n_voxels
106319,zero_shot,1.0,6.318167395473716,0.9738531043469341,0.23344429258595922,0.4831607316266081,nan,0.2661469854583507,0.3603785725557053,-0.041160305551656506,0.000436610226448312,0.0007083432421090111,-0.0033263061055331497,0.0005858934276949737,0.00044934946128898914,0,793174
106319,latent_adaptation,1.0,6.430016477573557,0.9729309017428406,0.22750887988378163,0.4769789092651599,nan,0.2668457624682404,0.3612189902107418,-0.0418323946939288,0.00043852888829071755,0.0007107830383153432,-0.00781256355035245,0.0005877993430020147,0.00045125358106180564,200,793174
