subject,sampling_ratio,objective,lambda_shape,lambda_z,z_norm,PSNR_obs,PSNR_holdout,RelMSE_obs,RelMSE_holdout,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_D_error,mean_delta_D,delta_PSNR_holdout_vs_z0,delta_FA_MAE_vs_z0,delta_MD_MAE_vs_z0,signal_success,dti_success,overall_status,FA_MAE_z0,MD_MAE_z0,PSNR_holdout_z0,PSNR_obs_z0,n_observed_vols,n_holdout_vols
106319,0.5,signal,0.0,0.0,0.3446570634841919,-5.598309149673094,1.2451844096637696,6.379691879649612,1.8381166163409368,0.1795090219363382,0.0003402087340750815,0.00046762082194378964,0.0003541590206143344,0.0007919273669555357,0.00017192520470759996,12.075702150838145,0.006101767927044477,7.919853153266732e-06,True,False,FAIL,0.17340725400929372,0.00033228888092181474,-10.830517741174376,-16.252616823616705,63,45
106319,0.5,angular,0.0,0.0,1.0307767391204834,-20.70033825370566,-17.05057599960061,206.53925895898482,124.15067981170917,0.17717101736957522,0.00037004554271315154,0.0004593535091072943,0.00039021978270794005,0.0008063307931983145,0.00034989468577206387,-6.220058258426235,0.0037637633602815024,3.77566617913368e-05,False,False,MIXED,0.17340725400929372,0.00033228888092181474,-10.830517741174376,-16.252616823616705,63,45
106319,0.5,directional,0.0,0.0,0.563312292098999,2.7862042233235873,8.88293241453432,0.9254402127488826,0.3166636844347554,0.1859941679795001,0.0003557541021124357,0.0004838361656448544,0.0003716850340383545,0.0008163162355523307,0.0002799506338705206,19.713450155708696,0.012586913970206393,2.346522119062096e-05,True,False,FAIL,0.17340725400929372,0.00033228888092181474,-10.830517741174376,-16.252616823616705,63,45
